METER_D1_004826,00-00-00-00-00-00-48-26
METER_D1_014289,00-00-00-00-00-01-42-89
METER_D1_026250,00-00-00-00-00-02-62-50
METER_D1_026252,00-00-00-00-00-02-62-52
METER_D1_026251,00-00-00-00-00-02-62-51
METER_D1_026254,00-00-00-00-00-02-62-54
METER_D1_026253,00-00-00-00-00-02-62-53
METER_D1_026256,00-00-00-00-00-02-62-56
METER_D1_026255,00-00-00-00-00-02-62-55
METER_D1_026258,00-00-00-00-00-02-62-58
METER_D1_026257,00-00-00-00-00-02-62-57
METER_D1_026259,00-00-00-00-00-02-62-59
METER_D1_014290,00-00-00-00-00-01-42-90
METER_D1_014291,00-00-00-00-00-01-42-91
METER_D1_014294,00-00-00-00-00-01-42-94
METER_D1_014295,00-00-00-00-00-01-42-95
METER_D1_014292,00-00-00-00-00-01-42-92
METER_D1_014293,00-00-00-00-00-01-42-93
METER_D1_014298,00-00-00-00-00-01-42-98
METER_D1_014299,00-00-00-00-00-01-42-99
METER_D1_014296,00-00-00-00-00-01-42-96
METER_D1_014297,00-00-00-00-00-01-42-97
METER_D1_026281,00-00-00-00-00-02-62-81
METER_D1_026280,00-00-00-00-00-02-62-80
METER_D1_026283,00-00-00-00-00-02-62-83
METER_D1_026282,00-00-00-00-00-02-62-82
METER_D1_026285,00-00-00-00-00-02-62-85
METER_D1_026284,00-00-00-00-00-02-62-84
METER_D1_026287,00-00-00-00-00-02-62-87
METER_D1_026286,00-00-00-00-00-02-62-86
METER_D1_026289,00-00-00-00-00-02-62-89
METER_D1_026288,00-00-00-00-00-02-62-88
METER_D1_026270,00-00-00-00-00-02-62-70
METER_D1_026272,00-00-00-00-00-02-62-72
METER_D1_026271,00-00-00-00-00-02-62-71
METER_D1_026274,00-00-00-00-00-02-62-74
METER_D1_026273,00-00-00-00-00-02-62-73
METER_D1_026276,00-00-00-00-00-02-62-76
METER_D1_026275,00-00-00-00-00-02-62-75
METER_D1_026278,00-00-00-00-00-02-62-78
METER_D1_026277,00-00-00-00-00-02-62-77
METER_D1_026279,00-00-00-00-00-02-62-79
METER_D1_004947,00-00-00-00-00-00-49-47
METER_D1_028914,00-00-00-00-00-02-89-14
METER_D1_004948,00-00-00-00-00-00-49-48
METER_D1_028915,00-00-00-00-00-02-89-15
METER_D1_004949,00-00-00-00-00-00-49-49
METER_D1_028912,00-00-00-00-00-02-89-12
METER_D1_028913,00-00-00-00-00-02-89-13
METER_D1_004943,00-00-00-00-00-00-49-43
METER_D1_028918,00-00-00-00-00-02-89-18
METER_D1_004944,00-00-00-00-00-00-49-44
METER_D1_028919,00-00-00-00-00-02-89-19
METER_D1_004945,00-00-00-00-00-00-49-45
METER_D1_028916,00-00-00-00-00-02-89-16
METER_D1_004946,00-00-00-00-00-00-49-46
METER_D1_028917,00-00-00-00-00-02-89-17
METER_D1_016932,00-00-00-00-00-01-69-32
METER_D1_016931,00-00-00-00-00-01-69-31
METER_D1_016930,00-00-00-00-00-01-69-30
METER_D1_016925,00-00-00-00-00-01-69-25
METER_D1_016924,00-00-00-00-00-01-69-24
METER_D1_016923,00-00-00-00-00-01-69-23
METER_D1_016922,00-00-00-00-00-01-69-22
METER_D1_016929,00-00-00-00-00-01-69-29
METER_D1_016928,00-00-00-00-00-01-69-28
METER_D1_016927,00-00-00-00-00-01-69-27
METER_D1_016926,00-00-00-00-00-01-69-26
METER_D1_004950,00-00-00-00-00-00-49-50
METER_D1_004951,00-00-00-00-00-00-49-51
METER_D1_004952,00-00-00-00-00-00-49-52
METER_D1_004953,00-00-00-00-00-00-49-53
METER_D1_028921,00-00-00-00-00-02-89-21
METER_D1_028922,00-00-00-00-00-02-89-22
METER_D1_028920,00-00-00-00-00-02-89-20
METER_D1_004958,00-00-00-00-00-00-49-58
METER_D1_028903,00-00-00-00-00-02-89-03
METER_D1_004959,00-00-00-00-00-00-49-59
METER_D1_028904,00-00-00-00-00-02-89-04
METER_D1_028901,00-00-00-00-00-02-89-01
METER_D1_028902,00-00-00-00-00-02-89-02
METER_D1_004954,00-00-00-00-00-00-49-54
METER_D1_028907,00-00-00-00-00-02-89-07
METER_D1_004955,00-00-00-00-00-00-49-55
METER_D1_028908,00-00-00-00-00-02-89-08
METER_D1_004956,00-00-00-00-00-00-49-56
METER_D1_028905,00-00-00-00-00-02-89-05
METER_D1_004957,00-00-00-00-00-00-49-57
METER_D1_028906,00-00-00-00-00-02-89-06
METER_D1_028909,00-00-00-00-00-02-89-09
METER_D1_016943,00-00-00-00-00-01-69-43
METER_D1_016942,00-00-00-00-00-01-69-42
METER_D1_016941,00-00-00-00-00-01-69-41
METER_D1_016940,00-00-00-00-00-01-69-40
METER_D1_016936,00-00-00-00-00-01-69-36
METER_D1_016935,00-00-00-00-00-01-69-35
METER_D1_016934,00-00-00-00-00-01-69-34
METER_D1_016933,00-00-00-00-00-01-69-33
METER_D1_016939,00-00-00-00-00-01-69-39
METER_D1_016938,00-00-00-00-00-01-69-38
METER_D1_016937,00-00-00-00-00-01-69-37
METER_D1_004961,00-00-00-00-00-00-49-61
METER_D1_004962,00-00-00-00-00-00-49-62
METER_D1_004963,00-00-00-00-00-00-49-63
METER_D1_004964,00-00-00-00-00-00-49-64
METER_D1_002302,00-00-00-00-00-00-23-02
METER_D1_028910,00-00-00-00-00-02-89-10
METER_D1_002301,00-00-00-00-00-00-23-01
METER_D1_028911,00-00-00-00-00-02-89-11
METER_D1_002300,00-00-00-00-00-00-23-00
METER_D1_004960,00-00-00-00-00-00-49-60
METER_D1_002306,00-00-00-00-00-00-23-06
METER_D1_004969,00-00-00-00-00-00-49-69
METER_D1_028936,00-00-00-00-00-02-89-36
METER_D1_002305,00-00-00-00-00-00-23-05
METER_D1_028937,00-00-00-00-00-02-89-37
METER_D1_002304,00-00-00-00-00-00-23-04
METER_D1_028934,00-00-00-00-00-02-89-34
METER_D1_002303,00-00-00-00-00-00-23-03
METER_D1_028935,00-00-00-00-00-02-89-35
METER_D1_004965,00-00-00-00-00-00-49-65
METER_D1_002309,00-00-00-00-00-00-23-09
METER_D1_004966,00-00-00-00-00-00-49-66
METER_D1_002308,00-00-00-00-00-00-23-08
METER_D1_004967,00-00-00-00-00-00-49-67
METER_D1_028938,00-00-00-00-00-02-89-38
METER_D1_002307,00-00-00-00-00-00-23-07
METER_D1_004968,00-00-00-00-00-00-49-68
METER_D1_028939,00-00-00-00-00-02-89-39
METER_D1_016950,00-00-00-00-00-01-69-50
METER_D1_016954,00-00-00-00-00-01-69-54
METER_D1_016953,00-00-00-00-00-01-69-53
METER_D1_016952,00-00-00-00-00-01-69-52
METER_D1_016951,00-00-00-00-00-01-69-51
METER_D1_016947,00-00-00-00-00-01-69-47
METER_D1_016946,00-00-00-00-00-01-69-46
METER_D1_016945,00-00-00-00-00-01-69-45
METER_D1_016944,00-00-00-00-00-01-69-44
METER_D1_016949,00-00-00-00-00-01-69-49
METER_D1_016948,00-00-00-00-00-01-69-48
METER_D1_004972,00-00-00-00-00-00-49-72
METER_D1_004973,00-00-00-00-00-00-49-73
METER_D1_028940,00-00-00-00-00-02-89-40
METER_D1_004974,00-00-00-00-00-00-49-74
METER_D1_004975,00-00-00-00-00-00-49-75
METER_D1_002313,00-00-00-00-00-00-23-13
METER_D1_028943,00-00-00-00-00-02-89-43
METER_D1_002312,00-00-00-00-00-00-23-12
METER_D1_028944,00-00-00-00-00-02-89-44
METER_D1_002311,00-00-00-00-00-00-23-11
METER_D1_004970,00-00-00-00-00-00-49-70
METER_D1_028941,00-00-00-00-00-02-89-41
METER_D1_002310,00-00-00-00-00-00-23-10
METER_D1_004971,00-00-00-00-00-00-49-71
METER_D1_028942,00-00-00-00-00-02-89-42
METER_D1_002317,00-00-00-00-00-00-23-17
METER_D1_028925,00-00-00-00-00-02-89-25
METER_D1_002316,00-00-00-00-00-00-23-16
METER_D1_028926,00-00-00-00-00-02-89-26
METER_D1_002315,00-00-00-00-00-00-23-15
METER_D1_028923,00-00-00-00-00-02-89-23
METER_D1_002314,00-00-00-00-00-00-23-14
METER_D1_028924,00-00-00-00-00-02-89-24
METER_D1_004976,00-00-00-00-00-00-49-76
METER_D1_028929,00-00-00-00-00-02-89-29
METER_D1_004977,00-00-00-00-00-00-49-77
METER_D1_002319,00-00-00-00-00-00-23-19
METER_D1_004978,00-00-00-00-00-00-49-78
METER_D1_028927,00-00-00-00-00-02-89-27
METER_D1_002318,00-00-00-00-00-00-23-18
METER_D1_004979,00-00-00-00-00-00-49-79
METER_D1_028928,00-00-00-00-00-02-89-28
METER_D1_016961,00-00-00-00-00-01-69-61
METER_D1_016960,00-00-00-00-00-01-69-60
METER_D1_014302,00-00-00-00-00-01-43-02
METER_D1_016965,00-00-00-00-00-01-69-65
METER_D1_014303,00-00-00-00-00-01-43-03
METER_D1_016964,00-00-00-00-00-01-69-64
METER_D1_014300,00-00-00-00-00-01-43-00
METER_D1_016963,00-00-00-00-00-01-69-63
METER_D1_014301,00-00-00-00-00-01-43-01
METER_D1_016962,00-00-00-00-00-01-69-62
METER_D1_016958,00-00-00-00-00-01-69-58
METER_D1_016957,00-00-00-00-00-01-69-57
METER_D1_016956,00-00-00-00-00-01-69-56
METER_D1_016955,00-00-00-00-00-01-69-55
METER_D1_016959,00-00-00-00-00-01-69-59
METER_D1_002320,00-00-00-00-00-00-23-20
METER_D1_004983,00-00-00-00-00-00-49-83
METER_D1_004984,00-00-00-00-00-00-49-84
METER_D1_004985,00-00-00-00-00-00-49-85
METER_D1_004986,00-00-00-00-00-00-49-86
METER_D1_002324,00-00-00-00-00-00-23-24
METER_D1_028932,00-00-00-00-00-02-89-32
METER_D1_002323,00-00-00-00-00-00-23-23
METER_D1_004980,00-00-00-00-00-00-49-80
METER_D1_028933,00-00-00-00-00-02-89-33
METER_D1_002322,00-00-00-00-00-00-23-22
METER_D1_004981,00-00-00-00-00-00-49-81
METER_D1_028930,00-00-00-00-00-02-89-30
METER_D1_002321,00-00-00-00-00-00-23-21
METER_D1_004982,00-00-00-00-00-00-49-82
METER_D1_028931,00-00-00-00-00-02-89-31
METER_D1_004903,00-00-00-00-00-00-49-03
METER_D1_004904,00-00-00-00-00-00-49-04
METER_D1_004905,00-00-00-00-00-00-49-05
METER_D1_004906,00-00-00-00-00-00-49-06
METER_D1_004900,00-00-00-00-00-00-49-00
METER_D1_004901,00-00-00-00-00-00-49-01
METER_D1_004902,00-00-00-00-00-00-49-02
METER_D1_004907,00-00-00-00-00-00-49-07
METER_D1_004908,00-00-00-00-00-00-49-08
METER_D1_004909,00-00-00-00-00-00-49-09
METER_D1_004914,00-00-00-00-00-00-49-14
METER_D1_004915,00-00-00-00-00-00-49-15
METER_D1_004916,00-00-00-00-00-00-49-16
METER_D1_004917,00-00-00-00-00-00-49-17
METER_D1_004910,00-00-00-00-00-00-49-10
METER_D1_004911,00-00-00-00-00-00-49-11
METER_D1_004912,00-00-00-00-00-00-49-12
METER_D1_004913,00-00-00-00-00-00-49-13
METER_D1_004918,00-00-00-00-00-00-49-18
METER_D1_004919,00-00-00-00-00-00-49-19
METER_D1_004920,00-00-00-00-00-00-49-20
METER_D1_004925,00-00-00-00-00-00-49-25
METER_D1_004926,00-00-00-00-00-00-49-26
METER_D1_004927,00-00-00-00-00-00-49-27
METER_D1_004928,00-00-00-00-00-00-49-28
METER_D1_004921,00-00-00-00-00-00-49-21
METER_D1_004922,00-00-00-00-00-00-49-22
METER_D1_004923,00-00-00-00-00-00-49-23
METER_D1_004924,00-00-00-00-00-00-49-24
METER_D1_004929,00-00-00-00-00-00-49-29
METER_D1_016910,00-00-00-00-00-01-69-10
METER_D1_016903,00-00-00-00-00-01-69-03
METER_D1_016902,00-00-00-00-00-01-69-02
METER_D1_016901,00-00-00-00-00-01-69-01
METER_D1_016900,00-00-00-00-00-01-69-00
METER_D1_016907,00-00-00-00-00-01-69-07
METER_D1_016906,00-00-00-00-00-01-69-06
METER_D1_016905,00-00-00-00-00-01-69-05
METER_D1_016904,00-00-00-00-00-01-69-04
METER_D1_004930,00-00-00-00-00-00-49-30
METER_D1_016909,00-00-00-00-00-01-69-09
METER_D1_004931,00-00-00-00-00-00-49-31
METER_D1_016908,00-00-00-00-00-01-69-08
METER_D1_028900,00-00-00-00-00-02-89-00
METER_D1_004936,00-00-00-00-00-00-49-36
METER_D1_004937,00-00-00-00-00-00-49-37
METER_D1_004938,00-00-00-00-00-00-49-38
METER_D1_004939,00-00-00-00-00-00-49-39
METER_D1_004932,00-00-00-00-00-00-49-32
METER_D1_004933,00-00-00-00-00-00-49-33
METER_D1_004934,00-00-00-00-00-00-49-34
METER_D1_004935,00-00-00-00-00-00-49-35
METER_D1_016921,00-00-00-00-00-01-69-21
METER_D1_016920,00-00-00-00-00-01-69-20
METER_D1_016914,00-00-00-00-00-01-69-14
METER_D1_016913,00-00-00-00-00-01-69-13
METER_D1_016912,00-00-00-00-00-01-69-12
METER_D1_016911,00-00-00-00-00-01-69-11
METER_D1_016918,00-00-00-00-00-01-69-18
METER_D1_016917,00-00-00-00-00-01-69-17
METER_D1_016916,00-00-00-00-00-01-69-16
METER_D1_016915,00-00-00-00-00-01-69-15
METER_D1_004940,00-00-00-00-00-00-49-40
METER_D1_004941,00-00-00-00-00-00-49-41
METER_D1_004942,00-00-00-00-00-00-49-42
METER_D1_016919,00-00-00-00-00-01-69-19
METER_D1_026339,00-00-00-00-00-02-63-39
METER_D1_026338,00-00-00-00-00-02-63-38
METER_D1_002369,00-00-00-00-00-00-23-69
METER_D1_014350,00-00-00-00-00-01-43-50
METER_D1_014353,00-00-00-00-00-01-43-53
METER_D1_014354,00-00-00-00-00-01-43-54
METER_D1_014351,00-00-00-00-00-01-43-51
METER_D1_014352,00-00-00-00-00-01-43-52
METER_D1_014357,00-00-00-00-00-01-43-57
METER_D1_014358,00-00-00-00-00-01-43-58
METER_D1_014355,00-00-00-00-00-01-43-55
METER_D1_014356,00-00-00-00-00-01-43-56
METER_D1_014348,00-00-00-00-00-01-43-48
METER_D1_014349,00-00-00-00-00-01-43-49
METER_D1_002371,00-00-00-00-00-00-23-71
METER_D1_002370,00-00-00-00-00-00-23-70
METER_D1_026340,00-00-00-00-00-02-63-40
METER_D1_002375,00-00-00-00-00-00-23-75
METER_D1_026342,00-00-00-00-00-02-63-42
METER_D1_002374,00-00-00-00-00-00-23-74
METER_D1_026341,00-00-00-00-00-02-63-41
METER_D1_002373,00-00-00-00-00-00-23-73
METER_D1_026344,00-00-00-00-00-02-63-44
METER_D1_002372,00-00-00-00-00-00-23-72
METER_D1_026343,00-00-00-00-00-02-63-43
METER_D1_002379,00-00-00-00-00-00-23-79
METER_D1_026346,00-00-00-00-00-02-63-46
METER_D1_002378,00-00-00-00-00-00-23-78
METER_D1_026345,00-00-00-00-00-02-63-45
METER_D1_002377,00-00-00-00-00-00-23-77
METER_D1_026348,00-00-00-00-00-02-63-48
METER_D1_002376,00-00-00-00-00-00-23-76
METER_D1_026347,00-00-00-00-00-02-63-47
METER_D1_026328,00-00-00-00-00-02-63-28
METER_D1_026327,00-00-00-00-00-02-63-27
METER_D1_028989,00-00-00-00-00-02-89-89
METER_D1_026329,00-00-00-00-00-02-63-29
METER_D1_014360,00-00-00-00-00-01-43-60
METER_D1_014361,00-00-00-00-00-01-43-61
METER_D1_014364,00-00-00-00-00-01-43-64
METER_D1_014365,00-00-00-00-00-01-43-65
METER_D1_014362,00-00-00-00-00-01-43-62
METER_D1_014363,00-00-00-00-00-01-43-63
METER_D1_014368,00-00-00-00-00-01-43-68
METER_D1_014369,00-00-00-00-00-01-43-69
METER_D1_014366,00-00-00-00-00-01-43-66
METER_D1_014367,00-00-00-00-00-01-43-67
METER_D1_014359,00-00-00-00-00-01-43-59
METER_D1_002382,00-00-00-00-00-00-23-82
METER_D1_028990,00-00-00-00-00-02-89-90
METER_D1_002381,00-00-00-00-00-00-23-81
METER_D1_028991,00-00-00-00-00-02-89-91
METER_D1_002380,00-00-00-00-00-00-23-80
METER_D1_002386,00-00-00-00-00-00-23-86
METER_D1_026331,00-00-00-00-00-02-63-31
METER_D1_028994,00-00-00-00-00-02-89-94
METER_D1_002385,00-00-00-00-00-00-23-85
METER_D1_026330,00-00-00-00-00-02-63-30
METER_D1_028995,00-00-00-00-00-02-89-95
METER_D1_002384,00-00-00-00-00-00-23-84
METER_D1_026333,00-00-00-00-00-02-63-33
METER_D1_028992,00-00-00-00-00-02-89-92
METER_D1_002383,00-00-00-00-00-00-23-83
METER_D1_026332,00-00-00-00-00-02-63-32
METER_D1_028993,00-00-00-00-00-02-89-93
METER_D1_026335,00-00-00-00-00-02-63-35
METER_D1_028998,00-00-00-00-00-02-89-98
METER_D1_002389,00-00-00-00-00-00-23-89
METER_D1_026334,00-00-00-00-00-02-63-34
METER_D1_028999,00-00-00-00-00-02-89-99
METER_D1_002388,00-00-00-00-00-00-23-88
METER_D1_026337,00-00-00-00-00-02-63-37
METER_D1_028996,00-00-00-00-00-02-89-96
METER_D1_002387,00-00-00-00-00-00-23-87
METER_D1_026336,00-00-00-00-00-02-63-36
METER_D1_028997,00-00-00-00-00-02-89-97
METER_D1_014371,00-00-00-00-00-01-43-71
METER_D1_014372,00-00-00-00-00-01-43-72
METER_D1_014370,00-00-00-00-00-01-43-70
METER_D1_014375,00-00-00-00-00-01-43-75
METER_D1_014376,00-00-00-00-00-01-43-76
METER_D1_014373,00-00-00-00-00-01-43-73
METER_D1_014374,00-00-00-00-00-01-43-74
METER_D1_014379,00-00-00-00-00-01-43-79
METER_D1_014377,00-00-00-00-00-01-43-77
METER_D1_014378,00-00-00-00-00-01-43-78
METER_D1_002393,00-00-00-00-00-00-23-93
METER_D1_026360,00-00-00-00-00-02-63-60
METER_D1_002392,00-00-00-00-00-00-23-92
METER_D1_002391,00-00-00-00-00-00-23-91
METER_D1_026362,00-00-00-00-00-02-63-62
METER_D1_002390,00-00-00-00-00-00-23-90
METER_D1_026361,00-00-00-00-00-02-63-61
METER_D1_002397,00-00-00-00-00-00-23-97
METER_D1_026364,00-00-00-00-00-02-63-64
METER_D1_002396,00-00-00-00-00-00-23-96
METER_D1_026363,00-00-00-00-00-02-63-63
METER_D1_002395,00-00-00-00-00-00-23-95
METER_D1_026366,00-00-00-00-00-02-63-66
METER_D1_002394,00-00-00-00-00-00-23-94
METER_D1_026365,00-00-00-00-00-02-63-65
METER_D1_026368,00-00-00-00-00-02-63-68
METER_D1_026367,00-00-00-00-00-02-63-67
METER_D1_002399,00-00-00-00-00-00-23-99
METER_D1_002398,00-00-00-00-00-00-23-98
METER_D1_026369,00-00-00-00-00-02-63-69
METER_D1_026349,00-00-00-00-00-02-63-49
METER_D1_014382,00-00-00-00-00-01-43-82
METER_D1_014383,00-00-00-00-00-01-43-83
METER_D1_014380,00-00-00-00-00-01-43-80
METER_D1_014381,00-00-00-00-00-01-43-81
METER_D1_014386,00-00-00-00-00-01-43-86
METER_D1_014387,00-00-00-00-00-01-43-87
METER_D1_014384,00-00-00-00-00-01-43-84
METER_D1_014385,00-00-00-00-00-01-43-85
METER_D1_014388,00-00-00-00-00-01-43-88
METER_D1_014389,00-00-00-00-00-01-43-89
METER_D1_026351,00-00-00-00-00-02-63-51
METER_D1_026350,00-00-00-00-00-02-63-50
METER_D1_026353,00-00-00-00-00-02-63-53
METER_D1_026352,00-00-00-00-00-02-63-52
METER_D1_026355,00-00-00-00-00-02-63-55
METER_D1_026354,00-00-00-00-00-02-63-54
METER_D1_026357,00-00-00-00-00-02-63-57
METER_D1_026356,00-00-00-00-00-02-63-56
METER_D1_026359,00-00-00-00-00-02-63-59
METER_D1_026358,00-00-00-00-00-02-63-58
METER_D1_002328,00-00-00-00-00-00-23-28
METER_D1_028958,00-00-00-00-00-02-89-58
METER_D1_002327,00-00-00-00-00-00-23-27
METER_D1_028959,00-00-00-00-00-02-89-59
METER_D1_002326,00-00-00-00-00-00-23-26
METER_D1_028956,00-00-00-00-00-02-89-56
METER_D1_002325,00-00-00-00-00-00-23-25
METER_D1_028957,00-00-00-00-00-02-89-57
METER_D1_004987,00-00-00-00-00-00-49-87
METER_D1_004988,00-00-00-00-00-00-49-88
METER_D1_004989,00-00-00-00-00-00-49-89
METER_D1_002329,00-00-00-00-00-00-23-29
METER_D1_016972,00-00-00-00-00-01-69-72
METER_D1_014310,00-00-00-00-00-01-43-10
METER_D1_016971,00-00-00-00-00-01-69-71
METER_D1_016970,00-00-00-00-00-01-69-70
METER_D1_014313,00-00-00-00-00-01-43-13
METER_D1_016976,00-00-00-00-00-01-69-76
METER_D1_014314,00-00-00-00-00-01-43-14
METER_D1_016975,00-00-00-00-00-01-69-75
METER_D1_014311,00-00-00-00-00-01-43-11
METER_D1_016974,00-00-00-00-00-01-69-74
METER_D1_014312,00-00-00-00-00-01-43-12
METER_D1_016973,00-00-00-00-00-01-69-73
METER_D1_014306,00-00-00-00-00-01-43-06
METER_D1_016969,00-00-00-00-00-01-69-69
METER_D1_014307,00-00-00-00-00-01-43-07
METER_D1_016968,00-00-00-00-00-01-69-68
METER_D1_014304,00-00-00-00-00-01-43-04
METER_D1_016967,00-00-00-00-00-01-69-67
METER_D1_014305,00-00-00-00-00-01-43-05
METER_D1_016966,00-00-00-00-00-01-69-66
METER_D1_014308,00-00-00-00-00-01-43-08
METER_D1_014309,00-00-00-00-00-01-43-09
METER_D1_002331,00-00-00-00-00-00-23-31
METER_D1_004994,00-00-00-00-00-00-49-94
METER_D1_028961,00-00-00-00-00-02-89-61
METER_D1_002330,00-00-00-00-00-00-23-30
METER_D1_004995,00-00-00-00-00-00-49-95
METER_D1_028962,00-00-00-00-00-02-89-62
METER_D1_004996,00-00-00-00-00-00-49-96
METER_D1_026300,00-00-00-00-00-02-63-00
METER_D1_004997,00-00-00-00-00-00-49-97
METER_D1_028960,00-00-00-00-00-02-89-60
METER_D1_002335,00-00-00-00-00-00-23-35
METER_D1_004990,00-00-00-00-00-00-49-90
METER_D1_026302,00-00-00-00-00-02-63-02
METER_D1_028965,00-00-00-00-00-02-89-65
METER_D1_002334,00-00-00-00-00-00-23-34
METER_D1_004991,00-00-00-00-00-00-49-91
METER_D1_026301,00-00-00-00-00-02-63-01
METER_D1_028966,00-00-00-00-00-02-89-66
METER_D1_002333,00-00-00-00-00-00-23-33
METER_D1_004992,00-00-00-00-00-00-49-92
METER_D1_026304,00-00-00-00-00-02-63-04
METER_D1_028963,00-00-00-00-00-02-89-63
METER_D1_002332,00-00-00-00-00-00-23-32
METER_D1_004993,00-00-00-00-00-00-49-93
METER_D1_026303,00-00-00-00-00-02-63-03
METER_D1_028964,00-00-00-00-00-02-89-64
METER_D1_002339,00-00-00-00-00-00-23-39
METER_D1_028947,00-00-00-00-00-02-89-47
METER_D1_002338,00-00-00-00-00-00-23-38
METER_D1_028948,00-00-00-00-00-02-89-48
METER_D1_002337,00-00-00-00-00-00-23-37
METER_D1_028945,00-00-00-00-00-02-89-45
METER_D1_002336,00-00-00-00-00-00-23-36
METER_D1_028946,00-00-00-00-00-02-89-46
METER_D1_004998,00-00-00-00-00-00-49-98
METER_D1_004999,00-00-00-00-00-00-49-99
METER_D1_028949,00-00-00-00-00-02-89-49
METER_D1_014320,00-00-00-00-00-01-43-20
METER_D1_016983,00-00-00-00-00-01-69-83
METER_D1_014321,00-00-00-00-00-01-43-21
METER_D1_016982,00-00-00-00-00-01-69-82
METER_D1_016981,00-00-00-00-00-01-69-81
METER_D1_016980,00-00-00-00-00-01-69-80
METER_D1_014324,00-00-00-00-00-01-43-24
METER_D1_016987,00-00-00-00-00-01-69-87
METER_D1_014325,00-00-00-00-00-01-43-25
METER_D1_016986,00-00-00-00-00-01-69-86
METER_D1_014322,00-00-00-00-00-01-43-22
METER_D1_016985,00-00-00-00-00-01-69-85
METER_D1_014323,00-00-00-00-00-01-43-23
METER_D1_016984,00-00-00-00-00-01-69-84
METER_D1_014317,00-00-00-00-00-01-43-17
METER_D1_014318,00-00-00-00-00-01-43-18
METER_D1_016979,00-00-00-00-00-01-69-79
METER_D1_014315,00-00-00-00-00-01-43-15
METER_D1_016978,00-00-00-00-00-01-69-78
METER_D1_014316,00-00-00-00-00-01-43-16
METER_D1_016977,00-00-00-00-00-01-69-77
METER_D1_014319,00-00-00-00-00-01-43-19
METER_D1_002342,00-00-00-00-00-00-23-42
METER_D1_028950,00-00-00-00-00-02-89-50
METER_D1_002341,00-00-00-00-00-00-23-41
METER_D1_028951,00-00-00-00-00-02-89-51
METER_D1_002340,00-00-00-00-00-00-23-40
METER_D1_002346,00-00-00-00-00-00-23-46
METER_D1_028954,00-00-00-00-00-02-89-54
METER_D1_002345,00-00-00-00-00-00-23-45
METER_D1_028955,00-00-00-00-00-02-89-55
METER_D1_002344,00-00-00-00-00-00-23-44
METER_D1_028952,00-00-00-00-00-02-89-52
METER_D1_002343,00-00-00-00-00-00-23-43
METER_D1_028953,00-00-00-00-00-02-89-53
METER_D1_026317,00-00-00-00-00-02-63-17
METER_D1_002349,00-00-00-00-00-00-23-49
METER_D1_026316,00-00-00-00-00-02-63-16
METER_D1_002348,00-00-00-00-00-00-23-48
METER_D1_026319,00-00-00-00-00-02-63-19
METER_D1_028978,00-00-00-00-00-02-89-78
METER_D1_002347,00-00-00-00-00-00-23-47
METER_D1_026318,00-00-00-00-00-02-63-18
METER_D1_028979,00-00-00-00-00-02-89-79
METER_D1_016990,00-00-00-00-00-01-69-90
METER_D1_014331,00-00-00-00-00-01-43-31
METER_D1_016994,00-00-00-00-00-01-69-94
METER_D1_014332,00-00-00-00-00-01-43-32
METER_D1_016993,00-00-00-00-00-01-69-93
METER_D1_016992,00-00-00-00-00-01-69-92
METER_D1_014330,00-00-00-00-00-01-43-30
METER_D1_016991,00-00-00-00-00-01-69-91
METER_D1_014335,00-00-00-00-00-01-43-35
METER_D1_016998,00-00-00-00-00-01-69-98
METER_D1_014336,00-00-00-00-00-01-43-36
METER_D1_016997,00-00-00-00-00-01-69-97
METER_D1_014333,00-00-00-00-00-01-43-33
METER_D1_016996,00-00-00-00-00-01-69-96
METER_D1_014334,00-00-00-00-00-01-43-34
METER_D1_016995,00-00-00-00-00-01-69-95
METER_D1_014328,00-00-00-00-00-01-43-28
METER_D1_014329,00-00-00-00-00-01-43-29
METER_D1_014326,00-00-00-00-00-01-43-26
METER_D1_016989,00-00-00-00-00-01-69-89
METER_D1_014327,00-00-00-00-00-01-43-27
METER_D1_016988,00-00-00-00-00-01-69-88
METER_D1_028980,00-00-00-00-00-02-89-80
METER_D1_002353,00-00-00-00-00-00-23-53
METER_D1_026320,00-00-00-00-00-02-63-20
METER_D1_028983,00-00-00-00-00-02-89-83
METER_D1_002352,00-00-00-00-00-00-23-52
METER_D1_028984,00-00-00-00-00-02-89-84
METER_D1_002351,00-00-00-00-00-00-23-51
METER_D1_026322,00-00-00-00-00-02-63-22
METER_D1_028981,00-00-00-00-00-02-89-81
METER_D1_002350,00-00-00-00-00-00-23-50
METER_D1_026321,00-00-00-00-00-02-63-21
METER_D1_028982,00-00-00-00-00-02-89-82
METER_D1_002357,00-00-00-00-00-00-23-57
METER_D1_026324,00-00-00-00-00-02-63-24
METER_D1_028987,00-00-00-00-00-02-89-87
METER_D1_002356,00-00-00-00-00-00-23-56
METER_D1_026323,00-00-00-00-00-02-63-23
METER_D1_028988,00-00-00-00-00-02-89-88
METER_D1_002355,00-00-00-00-00-00-23-55
METER_D1_026326,00-00-00-00-00-02-63-26
METER_D1_028985,00-00-00-00-00-02-89-85
METER_D1_002354,00-00-00-00-00-00-23-54
METER_D1_026325,00-00-00-00-00-02-63-25
METER_D1_028986,00-00-00-00-00-02-89-86
METER_D1_026306,00-00-00-00-00-02-63-06
METER_D1_028969,00-00-00-00-00-02-89-69
METER_D1_026305,00-00-00-00-00-02-63-05
